BRC code,Taxon name,Fam,FamA,OrdA,NS,CS,RS,Chg,Hght,Len,P1,P2,LF1,LF2,W,Clone1,Clone2,E1,E2,C,NBI,NEur,SBI,SEur,Origin,GB,IR,CI,Tjan,Tjul,Prec,Co,Br Habitats,L,F,R,N,S,Source for max height,Comment on life form,Comment on clonality,Comment on N and S limits in Europe
0920  2559,Sagina apetala,Cary,Cary,Cary,N,,n,0.25,15,,a,,Th,,h,0,,8,3,,1,55-60,0,<45,,2020,646,12,3.7,14.9,989,,17,9,4,6,3,0,Stace (1997),,,
0920  1765,Sagina maritima,Cary,Cary,Cary,N,,n,-0.08,15,,a,,Th,,h,0,,8,3,,0,>65,0,<45,,635,138,10,4.4,14.5,1072,Co,"18, 19",9,7,7,4,4,Stace (1997),,,
0920  1764,Sagina nivalis,Cary,Cary,Cary,N,VU,r,,3,,p,,Ch,,h,0,,1,6,,0,>65,1,55-60,,4,0,0,-0.2,11.4,2256,,15,8,7,8,1,0,Stace (1997),,,
0920  1766,Sagina nodosa,Cary,Cary,Cary,N,,n,-1.14,15,,p,,Ch,hc,h,0,,5,4,,0,>65,0,<45,,1148,482,6,3.6,14.3,1089,,"11, 19",8,7,7,3,1,Stace (1997),perhaps genuinely intermediate;  it depends on whether most stems die back,,
0920  1767,Sagina procumbens,Cary,Cary,Cary,N,,n,1.28,20,,p,,hc,,h,0,Node1,5,4,,0,>65,0,<45,,2788,951,14,3.5,14.4,1106,,"6, 16, 17",7,6,6,5,1,Stace (1997),,rooting of prostrate stems may occasionally result in clonal patches (CPE),
0920  1768,Sagina saginoides,Cary,Cary,Cary,N,,s,-0.77,10,,p,,Ch,,h,0,,1,6,,0,>65,0,<45,,55,0,0,0.2,11.2,1851,,"7, 15",8,7,6,2,0,Stace (1997),,,
0920  1769,Sagina subulata,Cary,Cary,Cary,N,,n,-0.44,10,,p,,Ch,,h,0,,7,3,,0,>65,0,<45,,654,49,11,3.7,13.9,1291,,"8, 10",8,6,6,4,0,Stace (1997),,,Native range doubtful; NS should be NA
0920  1771,Sagittaria sagittifolia,Alis,Alis,Alis,N,,n,-0.44,,95,p,,Hy,,h,DRg,,5,4,,0,>65,0,<45,,640,114,0,3.7,15.8,747,,"13, 14",7,11,7,6,0,average of CTW (1962) and Stace (1997),,,
0920  2242,Salicornia,Chen,Amar,Cary,N,,n,-0.82,36,,a,,Th,,h,0,,6,6,,0,>65,0,<45,,511,144,6,4.3,14.9,1107,Co,21,9,7,8,6,8,average of species,,,
0920  1774,Salicornia dolichostachya,Chen,Amar,Cary,N,,n,,45,,a,,Th,,h,0,,5,3,,,,,,,154,21,0,4.3,15.7,854,Co,21,9,8,8,6,9,Stace (1997),,,
0920  1775,Salicornia europaea,Chen,Amar,Cary,N,,n,,35,,a,,Th,,h,0,,6,6,,,,,,,241,77,1,4.5,15.2,1038,Co,21,9,8,8,6,9,Stace (1997),,,
0920  4326,Salicornia europaea agg.,Chen,Amar,Cary,N,,n,,38,,a,,Th,,h,0,,6,6,,0,>65,0,<45,,340,96,5,4.5,15.2,1038,Co,21,9,8,8,6,9,"Stace (1991), average of 3 spp.",,,
0920  1776,Salicornia fragilis,Chen,Amar,Cary,N,,s,,40,,a,,Th,,h,0,,7,1,,,,,,,98,35,0,4.5,15.7,884,Co,21,9,8,8,6,9,Stace (1997),,,
0920  1778,Salicornia nitens,Chen,Amar,Cary,N,,r,,25,,a,,Th,,h,0,,8,1,,,,,,,23,1,0,4.2,15.7,821,Co,21,9,7,8,6,9,Stace (1997),,,
0920  1779,Salicornia obscura,Chen,Amar,Cary,N,,r,,40,,a,,Th,,h,0,,7,1,,,,,,,13,0,0,4.1,16.4,712,Co,21,9,8,8,6,9,Stace (1997),,,
0920  4327,Salicornia procumbens agg.,Chen,Amar,Cary,N,,n,,35,,a,,Th,,h,0,,5,3,,0,>65,0,<45,,175,42,0,4.3,15.7,854,Co,21,9,8,8,6,9,"Stace (1991), average of 3 spp.",,,
0920  1780,Salicornia pusilla,Chen,Amar,Cary,N,,s,-0.21,25,,a,,Th,,h,0,,7,1,,1,50-55,0,45-50,,84,11,0,4.6,16.2,791,Co,21,9,6,8,6,5,Stace (1997),,,
0920  1781,Salicornia ramosissima,Chen,Amar,Cary,N,,n,,40,,a,,Th,,h,0,,8,2,,,,,,,224,16,2,4.4,15.7,862,Co,21,9,7,8,5,9,Stace (1997),,,
0920  1784,Salix alba,Sali,Sali,Malp,AR,,,0.02,2500,,p,,Ph,,w,0,,8,4,,,,,,,1770,568,8,3.7,15.1,938,,14,6,7,8,8,0,Meikle (1984),,,
0920  1785,Salix arbuscula,Sali,Sali,Malp,N,,s,-0.12,70,,p,,Pn,,w,0,,1,3,,0,>65,1,55-60,,48,0,0,0.0,11.5,1965,,"15, 16",8,5,7,2,0,Meikle (1984),,,
0920  1787,Salix aurita,Sali,Sali,Malp,N,,n,-0.01,250,,p,,Pn,,w,0,,5,3,,0,>65,0,<45,,2096,850,1,3.4,14.2,1190,,"1, 16",7,8,4,3,0,Meikle (1984),,,
0920  1788,Salix caprea,Sali,Sali,Malp,N,,n,0.34,1000,,p,,Ph,,w,0,,5,5,,0,>65,0,<45,,2412,620,3,3.4,14.6,1080,,1,7,7,7,7,0,Meikle (1984),,,
0920  1789,Salix cinerea,Sali,Sali,Malp,N,,n,0.84,800,,p,,Ph,,w,0,,5,4,,0,>65,0,<45,,2590,934,12,3.5,14.5,1096,,"1, 11",7,8,6,5,0,Meikle (1984) - average of subspecies,,,
0920  1793,Salix fragilis,Sali,Sali,Malp,AR,,,0.26,1500,,p,,Ph,,w,0,,7,4,,,,,,,1980,530,6,3.6,15.0,955,,"1, 14",6,8,7,7,0,Meikle (1984),,,
0920  1794,Salix herbacea,Sali,Sali,Malp,N,,n,-0.33,6,,p,,Ch,,w,Rhiz2,,1,3,,0,>65,0,<45,,391,68,0,2.2,12.3,1849,,15,8,5,3,2,0,Meikle (1984),,,
0920  1795,Salix lanata,Sali,Sali,Malp,N,VU,r,0.07,100,,p,,Pn,,w,0,,1,6,,0,>65,1,55-60,,15,0,0,-0.8,10.8,1723,,15,8,6,7,3,0,Meikle (1984),,,
0920  1796,Salix lapponum,Sali,Sali,Malp,N,,s,-0.73,100,,p,,Pn,,w,0,,2,4,,0,>65,0,<45,,101,0,0,0.2,11.3,1956,,15,8,6,6,3,0,Meikle (1984),,,
0920  1797,Salix myrsinifolia,Sali,Sali,Malp,N,,n,0.93,300,,p,,Pn,Ph,w,0,,4,4,,0,>65,0,<45,,276,21,0,1.8,13.0,1253,,"13, 14, 16",6,8,5,4,0,Meikle (1984),,,
0920  1798,Salix myrsinites,Sali,Sali,Malp,N,,s,-0.58,40,,p,,Ch,Pn,w,0,,1,3,,0,>65,1,55-60,,78,0,0,0.3,11.4,1854,,"15, 16",8,5,6,2,0,Meikle (1984),,,
0920  1799,Salix pentandra,Sali,Sali,Malp,N,,n,0.11,700,,p,,Ph,,w,0,,5,4,,0,>65,0,<45,,700,305,0,3.0,14.0,1114,,1,7,8,6,4,0,Meikle (1984),,,
0920  1800,Salix phylicifolia,Sali,Sali,Malp,N,,n,-0.14,400,,p,,Ph,Pn,w,0,,2,6,,0,>65,1,50-55,,456,7,0,1.7,12.7,1412,,"14, 16",7,8,5,4,0,Stace (1997),,,
0920  1801,Salix purpurea,Sali,Sali,Malp,N,,n,-0.01,300,,p,,Pn,Ph,w,0,,7,4,,0,55-60,0,<45,,1189,379,3,3.4,14.8,984,,"11, 14",8,9,7,5,0,"CTW (1962);  Meikle (1984) ""occasionally 5 m""",,,
0920  1802,Salix repens,Sali,Sali,Malp,N,,n,-0.42,150,,p,,Pn,,w,Rhiz2,,5,4,,0,>65,0,<45,,1624,459,3,3.5,14.0,1205,,"10, 19",8,7,6,3,0,Meikle (1984),,,
0920  1803,Salix reticulata,Sali,Sali,Malp,N,,s,-0.17,15,,p,,Ch,,w,Rhiz1,,1,6,,0,>65,0,<45,,25,0,0,-0.1,11.3,2081,,"15, 16",7,6,8,3,0,Meikle (1984),,,
0920  1804,Salix triandra,Sali,Sali,Malp,AR,,,-0.06,1000,,p,,Ph,,w,0,,7,5,,,,,,,862,105,4,3.7,15.6,813,,"11, 13, 14",7,8,7,5,0,Meikle (1984),,,
0920  1805,Salix viminalis,Sali,Sali,Malp,AR,,,0.61,600,,p,,Ph,,w,0,,7,5,,,,,,,2194,780,11,3.7,14.8,1030,,"11, 13, 14",7,8,6,6,0,Meikle (1984),,,
0920  5441,Salsola kali,Chen,Amar,Cary,N,,n,-0.61,50,,a,,Th,,h,0,,8,4,,0,60-65,0,<45,,388,109,11,4.5,14.9,1008,Co,19,9,6,7,8,3,Stace (1997),,,
0920  1810,Salvia pratensis,Lami,Lami,Lami,NA,,s,-0.75,90,,p,,hc,,h,0,,7,3,,0,55-60,0,<45,,36,0,1,3.7,16.3,733,,"3, 7",8,3,8,4,0,average of CTW (1962) and Stace (1997),,,
0920  1812,Salvia verbenaca,Lami,Lami,Lami,N,,n,-0.51,80,,p,,hc,,h,0,,9,1,,1,55-60,0,<45,,481,20,12,4.1,16.1,748,,"3, 7",8,3,7,2,0,CTW (1962),,,
0920  1814,Sambucus ebulus,Capr,Capr,Dips,AR,,,-0.17,150,,p,,hc,,h,Rhiz2,,8,3,,,,,,,533,147,2,3.8,15.3,913,,3,7,5,8,7,0,Stace (1991),,,
0920  1815,Sambucus nigra,Capr,Capr,Dips,N,,n,-0.75,1000,,p,,Ph,,w,0,,7,3,,0,60-65,0,<45,,2457,919,14,3.6,14.7,1061,,"3, 17",6,5,7,7,0,Stace (19910,,,
0920  1816,Sambucus racemosa,Capr,Capr,Dips,AN,,,0.79,400,,p,,Ph,,w,0,,5,6,c,,,,,NHem,360,3,0,2.3,13.6,1048,,"1, 3",6,5,6,7,0,Stace (1997),,,
0920  1817,Samolus valerandi,Prim,Prim,Eric,N,,n,-0.42,45,,p,,hc,,h,0,,8,6,,0,60-65,0,<45,,845,411,12,4.3,15.1,1013,,11,8,8,8,5,2,Stace (1991),,,
0920  5442,Sanguisorba minor,Rosa,Rosa,Rosa,N,,n,-0.16,50,,p,,hc,,h,0,,8,4,,0,55-60,0,<45,,1216,84,6,3.7,15.6,844,,7,7,4,8,3,0,Stace (1991),,,
0920  1818,Sanguisorba officinalis,Rosa,Rosa,Rosa,N,,n,-0.23,120,,p,,hc,,h,0,,5,6,,0,>65,0,<45,,946,12,0,3.2,15.1,938,,6,7,7,6,5,0,Stace (1997),,,
0920  1819,Sanicula europaea,Apia,Apia,Apia,N,,n,-0.98,40,,p,,hc,,h,0,Rhiz1,7,3,,0,60-65,0,<45,,2025,634,0,3.5,14.7,1090,,1,4,5,7,5,0,Stace (1997),,slowly produces clones because long-lived (CPE),
0920  1821,Saponaria officinalis,Cary,Cary,Cary,AR,,,0.29,90,,p,,hc,,h,Rhiz2,,7,3,,,,,,,1246,256,9,3.9,15.5,890,,"3, 17",8,5,6,6,0,Stace (1997),,,
0920  1777,Sarcocornia perennis,Chen,Amar,Cary,N,,s,-0.22,30,,p,,Ch,,h,0,,9,1,,1,55-60,0,<45,,80,4,1,4.4,16.4,702,Co,21,9,8,8,6,6,Stace (1997),,,
0920  1825,Saussurea alpina,Aste,Aste,Aste,N,,n,-0.51,45,,p,,hc,,h,Stol1,,1,5,,0,>65,0,<45,,237,21,0,1.6,11.9,2010,,"7, 15, 16",8,6,6,3,0,Stace (1997),"CTW treat as a chamaephyte, but better as a hemicryptophyte, as it dies back to ground level in winter.",,
0920  1826,Saxifraga aizoides,Saxi,Saxi,Saxi,N,,n,-0.61,20,,p,,Ch,,h,Node2,,1,3,,0,>65,0,<45,,422,17,0,1.7,12.3,1799,,"7, 11, 15, 16",8,9,6,2,0,CTW (1962),,,
0920  1827,Saxifraga cernua,Saxi,Saxi,Saxi,N,VU,r,,15,,p,,hc,,h,DRa,DRi,1,6,,0,>65,0,<45,,5,0,0,0.5,11.7,2265,,"15, 16",6,6,7,1,0,Stace (1997),,,
0920  1828,Saxifraga cespitosa,Saxi,Saxi,Saxi,N,VU,r,-0.10,10,,p,,Ch,,h,0,,1,6,,0,>65,1,50-55,,13,0,0,-0.4,10.7,2003,,"15, 16",7,5,7,1,0,Stace (1997),,,
0920  1830,Saxifraga granulata,Saxi,Saxi,Saxi,N,,n,-0.26,36,,p,,hc,,h,DRa,,7,3,,0,60-65,0,<45,,975,6,0,3.1,15.1,853,,"6, 7",8,5,6,4,0,average of Butcher (1961) and Stace (1991),produces bulbils;  perhaps to some extent a bulbil-therophyte,,
0920  1832,Saxifraga hirculus,Saxi,Saxi,Saxi,N,VU,r,-0.30,20,,p,,hc,,h,Rhiz1,,2,6,,0,>65,0,45-50,,20,16,0,2.4,13.2,1253,,11,8,9,6,2,0,Stace (1997),,,
0920  1833,Saxifraga hirsuta,Saxi,Saxi,Saxi,N,,o,1.39,30,,p,,hc,,h,Stol1,,7,1,,1,50-55,0,<45,,0,36,0,5.0,14.6,1334,,"1, 15, 16",6,7,5,2,0,CTW (1962),,,
0920  1835,Saxifraga hypnoides,Saxi,Saxi,Saxi,N,,n,-0.54,20,,p,,Ch,,h,Node2,,4,1,,0,>65,1,50-55,,406,61,0,2.0,12.8,1697,,"7, 15, 16",7,5,6,3,0,Stace (1997),,,
0920  1836,Saxifraga nivalis,Saxi,Saxi,Saxi,N,,s,-0.50,15,,p,,hc,,h,0,,1,6,,0,>65,0,50-55,,72,1,0,0.6,11.5,2099,,"15, 16",6,6,7,3,0,Stace (1997),,,
0920  1837,Saxifraga oppositifolia,Saxi,Saxi,Saxi,N,,n,-0.45,3,,p,,Ch,,h,Node2,,1,6,,0,>65,0,<45,,276,22,0,1.8,12.1,1980,,"7, 15, 16",8,6,8,2,0,Butcher (1961) - height of flowering stems,,,
0920  1838,Saxifraga rivularis,Saxi,Saxi,Saxi,N,,r,0.19,10,,p,,hc,,h,Rhiz1,DRa,1,6,,0,>65,1,55-60,,21,0,0,-0.3,10.8,1941,,"11, 15",6,9,5,2,0,average of CTW (1962) and Stace (1997),,,
0920  5482,Saxifraga rosacea,Saxi,Saxi,Saxi,N,EW,x,,20,,p,,Ch,,h,0,,4,2,,0,>65,0,45-50,,2,31,0,4.4,14.3,1312,,16,7,4,8,4,0,Stace (1997),,,
0920  1840,Saxifraga spathularis,Saxi,Saxi,Saxi,N,,o,,40,,p,,hc,Ch,h,Stol1,,7,0,,1,55-60,0,<45,,0,137,0,4.7,14.4,1328,,16,6,8,3,2,0,Stace (1997),intermediate,,
0920  1842,Saxifraga stellaris,Saxi,Saxi,Saxi,N,,n,-0.58,20,,p,,hc,Ch,h,0,,1,3,,0,>65,0,<45,,440,61,0,1.8,12.3,1811,,"11, 15, 16",8,8,5,3,0,Stace (1997),"treated here as a wintergreen mainly hemicryptophyte, analagous to Pyrola",,
0920  1843,Saxifraga tridactylites,Saxi,Saxi,Saxi,N,,n,-0.12,10,,a,,Th,,h,0,,8,3,,0,60-65,0,<45,,985,316,11,3.9,15.3,921,,16,7,2,7,2,0,Stace (1991),,,
0920  1846,Scabiosa columbaria,Dips,Dips,Dips,N,,n,-0.71,70,,p,,hc,,h,0,,7,3,,0,55-60,0,<45,,804,0,0,3.5,15.6,831,,7,8,3,8,2,0,Stace (1997),,,
0920  1847,Scandix pecten-veneris,Apia,Apia,Apia,AR,,,-3.65,50,,a,,Th,,h,0,,8,4,,,,,,,780,94,6,3.8,15.7,792,,4,7,4,7,4,0,Stace (1997),,,
0920  1848,Scheuchzeria palustris,Sche,Sche,Alis,N,VU,r,,22,,p,,hc,,h,Rhiz2,,4,6,c,0,>65,0,<45,,14,1,0,2.2,13.9,1380,,12,9,9,3,1,0,average of CTW (1962) and Stace (1997),,,
0920  1851,Schoenoplectus lacustris,Cype,Cype,Poal,N,,n,0.47,,210,p,,Hy,,h,Rhiz1,,6,4,,0,>65,0,<45,,1202,535,0,3.7,14.9,1013,,"13, 14",8,11,7,6,0,average of Butcher (1961) and CTW (1962),,,
0920  1849,Schoenoplectus pungens,Cype,Cype,Poal,NA,,r,,60,,p,,Hy,,h,Rhiz1,,7,3,,0,50-55,0,<45,,0,0,1,6.1,16.7,869,Co,19,8,10,7,7,1,Stace (1997),,,
0920  1852,Schoenoplectus tabernaemontani,Cype,Cype,Poal,N,,n,0.67,150,,p,,Hy,,h,Rhiz1,,8,5,,0,>65,0,<45,,702,192,5,4.2,15.3,917,,"11, 13",9,10,8,7,3,Stace (1997),,,Native range doubtful
0920  1853,Schoenoplectus triqueter,Cype,Cype,Poal,N,CR,r,,125,,p,,Hy,,h,Rhiz1,,7,5,,0,50-55,0,<45,,8,3,0,4.7,16.5,799,,14,8,10,7,7,3,average of CTW (1962) & Stace (1997),,,Native range doubtful
0920  1854,Schoenus ferrugineus,Cype,Cype,Poal,N,VU,r,,40,,p,,hc,,h,0gr,,4,3,,0,>65,0,<45,,3,0,0,0.4,12.4,1113,,11,8,9,7,2,0,Stace (1997),,,
0920  1855,Schoenus nigricans,Cype,Cype,Poal,N,,n,-0.53,75,,p,,hc,,h,0gr,,8,4,,1,60-65,0,<45,,763,484,4,3.9,13.9,1261,,11,8,8,7,2,0,Stace (1997),,,Native range doubtful
0920  1856,Scilla autumnalis,Lili,Hyac,Aspa,N,,s,-0.37,20,,p,,Gb,,h,0tb,,9,1,,1,50-55,0,<45,,49,0,14,5.9,16.2,939,Co,"10, 18",9,3,6,1,0,Butcher (1961) - height of scape,,Check,Native range doubtful
0920  1857,Scilla verna,Lili,Hyac,Aspa,N,,n,0.12,10,,p,,Gb,,h,0tb,DRg,7,1,,0,60-65,0,<45,,310,29,0,4.6,13.9,1103,,"6, 10",8,5,5,3,3,Butcher (1961) - height of scape,,Numerous small bulbs produced;  probably a means of spread,Native range doubtful
0920   985,Scirpoides holoschoenus,Cype,Cype,Poal,N,VU,r,0.21,100,,p,,hc,,h,0gr,,8,4,,0,50-55,0,<45,,3,0,0,5.2,16.3,909,Co,19,8,8,7,6,0,CTW (1962),,,
0920  1861,Scirpus sylvaticus,Cype,Cype,Poal,N,,n,0.02,120,,p,,hc,,h,Rhiz1,,7,4,,0,>65,0,<45,,871,102,0,3.4,15.2,921,,"1, 11",6,8,6,6,0,Stace (1997),,,
0920  1862,Scleranthus annuus,Cary,Cary,Cary,N,,n,-2.68,20,,a,,Th,,h,0,,7,3,,0,60-65,0,<45,,983,69,9,3.6,15.2,883,,"4, 8, 10, 16",7,4,4,4,0,Stace (1997),,,Native range doubtful
0920  1863,Scleranthus perennis,Cary,Cary,Cary,N,EN,r,-0.11,20,,p,,Ch,,h,0,,7,3,,0,60-65,0,<45,,11,0,0,3.3,16.0,656,,"8, 16",8,3,4,2,0,Stace (1997),,,
0920  1864,Scorzonera humilis,Aste,Aste,Aste,NA,VU,r,,50,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,4,0,0,4.8,16.1,1097,,6,8,7,5,2,0,Stace (1997),,,
0920  1865,Scrophularia auriculata,Scro,Scro,Lami,N,,n,-0.21,120,,p,,hc,,h,0,,8,2,,1,55-60,0,<45,,1490,504,8,3.9,15.4,918,,"11, 14",7,8,7,7,0,Stace (1997),,,
0920  1867,Scrophularia nodosa,Scro,Scro,Lami,N,,n,-0.37,100,,p,,hc,,h,0,,7,4,,0,>65,0,<45,,2327,850,6,3.6,14.7,1069,,"1, 3",5,6,7,6,0,Stace (1997),,,
0920  1868,Scrophularia scorodonia,Scro,Scro,Lami,AN,,,0.75,100,,p,,hc,,h,0,,8,1,,,,,,Eur,68,0,10,5.8,16.0,1033,,"3, 16, 18",7,4,6,6,0,Stace (1997),,,
0920  1869,Scrophularia umbrosa,Scro,Scro,Lami,N,,n,0.72,100,,p,,hc,,h,0,,7,4,c,0,55-60,0,<45,,196,14,0,3.1,14.9,868,,"1, 14",7,9,7,7,0,CTW (1962),,,
0920  1870,Scrophularia vernalis,Scro,Scro,Lami,AN,,,0.54,65,,b,p,hc,,h,0,,,,,,,,,Eur,192,0,0,3.3,15.3,769,,"1, 3",5,5,7,7,0,average of CTW (1962) and Stace (1997),,,
0920  1872,Scutellaria galericulata,Lami,Lami,Lami,N,,n,-0.39,50,,p,,hc,,h,Rhiz1,,5,4,,0,>65,0,<45,,1751,212,4,3.6,14.9,1055,,11,7,8,6,5,0,Stace (1997),,,
0920  1874,Scutellaria minor,Lami,Lami,Lami,N,,n,0.03,20,,p,,hc,,h,Rhiz1,,8,2,,1,55-60,0,<45,,803,136,4,4.1,14.9,1191,,11,7,9,4,2,0,average of CTW (1962) and Stace (1997),,,
0920  4369,Secale cereale,Poac,Poac,Poal,AC,,,,150,,a,,Th,,h,0,,,,,,,,,Eur,134,7,0,4.0,15.8,852,,"3, 4",8,5,7,7,0,Stace (1997),,,
0920  1875,Sedum acre,Cras,Cras,Saxi,N,,n,-0.24,10,,p,,Ch,,h,Node2,Irreg,7,3,,0,>65,0,<45,,2108,504,12,3.7,14.9,995,,16,8,2,7,2,1,CTW (1962),,,
0920  1876,Sedum album,Cras,Cras,Saxi,AR,,,2.41,20,,p,,Ch,,h,Node2,Irreg,9,2,,,,,,,1603,517,13,3.8,15.1,948,,"3, 16, 17",8,3,6,2,0,Stace (1991),,,
0920  1877,Sedum anglicum,Cras,Cras,Saxi,N,,n,-0.21,5,,p,,Ch,,h,Node2,Irreg,7,1,,0,>65,0,<45,,988,393,14,4.1,14.3,1321,,"16, 18",8,3,4,2,1,CTW (1962),,,
0920  1879,Sedum forsterianum,Cras,Cras,Saxi,N,,s,1.54,20,,p,,Ch,,h,Node2,Irreg,8,1,,1,50-55,0,<45,,122,0,0,3.6,14.8,1239,,"3, 16",7,3,5,1,0,Butcher (1962),,,
0920  1882,Sedum rosea,Cras,Cras,Saxi,N,,n,-0.41,35,,p,,hc,,h,0,,1,6,,0,>65,0,<45,,524,82,0,2.7,12.6,1728,,"15, 16",7,6,6,3,0,Stace (1991),,,
0920  1881,Sedum rupestre,Cras,Cras,Saxi,AN,,,2.20,30,,p,,Ch,,h,Node2,Irreg,,,,,,,,Eur,1212,70,4,3.7,15.5,905,,"3, 16",7,2,5,4,0,Butcher (1961),,,
0920  1885,Sedum telephium,Cras,Cras,Saxi,N,,n,-0.34,60,,p,,hc,,h,0,,7,5,,0,>65,0,<45,,1197,0,0,3.5,15.0,1032,,"1, 3, 16",7,5,7,5,1,Stace (1991),,,
0920  1886,Sedum villosum,Cras,Cras,Saxi,N,,s,-0.76,10,,p,b,Ch,,h,0,,2,3,,0,>65,0,<45,,211,0,0,1.6,12.9,1273,,11,8,9,6,2,0,Stace (1991),,,
0910  1888,Selaginella selaginoides,Sela,Sela,Sela,N,,n,-0.47,9,,p,,Ch,,h,Node1,,4,6,,0,>65,0,<45,,988,288,0,2.8,13.0,1443,,"7, 11",8,7,6,2,0,Hutchinson & Thomas (1996),,,
0920  1889,Selinum carvifolia,Apia,Apia,Apia,N,VU,r,,100,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,3,0,0,3.4,16.1,595,,11,7,7,8,4,0,Stace (1997),,,
0920  1890,Sempervivum tectorum,Cras,Cras,Saxi,AN,,,,40,,p,,Ch,,h,Stol1,,,,,,,,,Eur,500,42,2,3.5,15.3,871,,"3, 17",8,2,4,1,0,Stace (1961),Definitely a chamaephyte - height is flowering-stem height;  the overwintering bits are down below,,
0920  1891,Senecio aquaticus,Aste,Aste,Aste,N,,n,-0.92,80,,b,p,hc,,h,0,,7,3,,0,60-65,0,<45,,2304,919,1,3.6,14.5,1109,,"11, 14",7,8,6,5,0,Stace (1991),Most books say biennial;  Stace (1997) says biennial to perennial.,,
0920  2294,Senecio cambrensis,Aste,Aste,Aste,NE,,r,,30,,a,p,Th,hc,h,0,,7,1,,,,,,,14,0,0,3.6,15.0,804,,"3, 17",8,5,7,7,0,Stace (1997),,,
0920  1892,Senecio cineraria,Aste,Aste,Aste,AN,,,2.73,60,,p,,Ch,Pn,sw,0,,0,3,,,,,,Eur,256,8,5,4.4,15.9,837,,"3, 17, 18, 19",9,3,7,3,3,CTW (1962),,,
0920  1896,Senecio erucifolius,Aste,Aste,Aste,N,,n,-0.03,120,,p,,hc,,h,Rhiz1,,7,4,,0,>65,0,<45,,1276,30,0,3.8,15.8,783,,"3, 6",7,5,7,5,0,Stace (1997),,,
0920  1897,Senecio fluviatilis,Aste,Aste,Aste,AN,,,0.03,150,,p,,hc,,h,Rhiz2,,7,4,,,,,,"Eur, As1",184,25,0,3.3,14.6,1018,,"1, 11, 13, 14",7,8,6,7,0,CTW (1962),,,
0920  1899,Senecio jacobaea,Aste,Aste,Aste,N,,n,0.11,125,,p,b,hc,,h,0,Root,7,4,,0,60-65,0,<45,,2725,982,14,3.6,14.5,1102,,"3, 6, 7, 8",7,4,6,4,0,average of Aeschimann & Burdet (1994) and Stace (1997) - conf. by personal observation (MOH),The books differ as to whether normally biennial or perennial.,,
0920  1900,Senecio paludosus,Aste,Aste,Aste,N,CR,r,,175,,p,,hc,,h,0,,7,4,c,0,60-65,0,<45,,7,0,0,3.4,16.2,573,,"11, 13",7,9,7,6,0,average of CTW (1962) and Stace (1997),,,
0920  4436,Senecio smithii,Aste,Aste,Aste,AN,,,,100,,p,,hc,,h,0,,,,,,,,,SAm,62,0,0,3.4,12.3,1072,,"3, 6",8,7,6,7,0,Stace (1997),,,
0920  1902,Senecio squalidus,Aste,Aste,Aste,AN,,,0.77,50,,a,p,Th,Ch,h,0,,,,,,,,,Gard,1494,75,4,3.7,15.5,850,,"3, 17",8,4,7,7,0,Stace (1997),Not really a biennial;  occasionally perennates but can complete life cycle in year,,
0920  1903,Senecio sylvaticus,Aste,Aste,Aste,N,,n,0.09,70,,a,,Th,,h,0,,7,3,,0,60-65,0,<45,,1853,238,12,3.6,14.9,987,,"2, 8, 9",7,5,5,6,0,Stace (1997),,,
0920  1904,Senecio viscosus,Aste,Aste,Aste,AN,,,0.63,60,,a,,Th,,h,0,,7,3,,,,,,Eur,1747,69,1,3.4,15.1,920,,"3, 17, 19",8,5,7,6,1,Stace (1997),,,
0920  1905,Senecio vulgaris,Aste,Aste,Aste,N,,n,-1.08,37,,a,,Th,,h,0,,8,3,,0,>65,0,<45,,2630,942,14,3.6,14.6,1075,,"3, 4, 17",7,5,7,7,0,average of CTW (1962) and Stace (1997),,,
0920  4243,Serapias parviflora,Orch,Orch,Aspa,NA,,r,,30,,p,,Gn,,h,0,,9,1,,1,50-55,0,<45,,1,0,0,6.0,16.2,1048,,6,8,4,7,3,0,Stace (1997),,,
0920   172,Seriphidium maritimum,Aste,Aste,Aste,N,,n,-0.42,50,,p,,Ch,hc,h,Rhiz2,,7,2,,0,55-60,0,<45,,222,20,1,4.3,15.8,783,Co,21,9,7,8,6,5,CTW (1962),genuinely intermediate,,
0920  1906,Serratula tinctoria,Aste,Aste,Aste,N,,n,-0.21,70,,p,,hc,,h,0,,7,3,,0,60-65,0,<45,,945,0,2,3.8,15.5,965,,7,7,6,6,2,0,Stace (1997),,,
0920  1907,Seseli libanotis,Apia,Apia,Apia,N,VU,r,,60,,b,,hc,,h,0,,7,5,c,0,>65,0,<45,,4,0,0,3.7,16.4,645,,7,7,4,8,3,0,Stace (1997),,,
0920  1908,Sesleria caerulea,Poac,Poac,Poal,N,,s,-0.09,45,,p,,hc,,h,0gr,,5,3,,0,60-65,0,<45,,76,89,0,3.1,13.9,1262,,"7, 16",7,6,8,2,0,average of CTW (1962) & Stace (1997),,,
0920  1911,Setaria viridis,Poac,Poac,Poal,AN,,,0.80,70,,a,,Th,,h,0,,,,,,,,,Unk,431,27,5,3.9,15.9,798,,"3, 4, 17",7,4,7,7,0,average of CTW (1962) & Stace (1997),,,
